frame,timestamp_seconds,track_id,replay_fighter_label,replay_score,replay_reject_reason,id_reset_side_score,id_red_wrist_score,id_blue_glove_score,id_blue_torso_score,id_pose_reference_score,reference_match_score,id_exclude_reference_score,strike_candidate_type,strike_confirmed,estimated_action
7807,260.294,100,Ben,0.8995,,1.0,0.0,0.0026,0.0279,0.9555,0.9775,0.7849,,False,
7808,260.327,100,Ben,0.9022,,1.0,0.0,0.0,0.0248,0.959,0.9838,0.7872,,False,
7809,260.361,100,Ben,0.9000,,1.0,0.0,0.0,0.0229,0.9555,0.9797,0.7821,,False,
7810,260.394,100,Ben,0.9021,,1.0,0.0,0.0,0.0236,0.9605,0.9813,0.7698,,False,
7811,260.427,100,Ben,0.9013,,1.0,0.0,0.0,0.0226,0.959,0.9802,0.7619,,False,
7812,260.461,100,Ben,0.9015,,1.0,0.0,0.0,0.0247,0.9592,0.9807,0.7754,,False,
7813,260.494,100,Ben,0.9012,,1.0,0.0,0.0,0.0247,0.9586,0.9804,0.7702,,False,
7815,260.561,100,Ben,0.8798,,1.0,0.0,0.0,0.046,0.9542,0.9772,0.7594,,False,
7818,260.661,100,Ben,0.8805,,1.0,0.0,0.0,0.0502,0.9547,0.9804,0.7637,,False,
7819,260.694,100,Ben,0.9001,,1.0,0.0,0.0,0.0494,0.9527,0.9842,0.7777,,False,
7820,260.727,100,Ben,0.8989,,1.0,0.0,0.0,0.0435,0.9543,0.9767,0.7482,,False,
7821,260.761,100,Ben,0.8997,,1.0,0.0,0.0,0.0367,0.9534,0.9816,0.7602,,False,
7822,260.794,100,Ben,0.9002,,1.0,0.0,0.0,0.0362,0.9526,0.9845,0.7633,,False,
7823,260.827,100,Ben,0.9016,,1.0,0.0,0.0,0.0359,0.9559,0.9858,0.7663,,False,
7824,260.861,100,Ben,0.9007,,1.0,0.0,0.0,0.0416,0.9543,0.9842,0.7653,,False,
7825,260.894,100,Ben,0.9016,,1.0,0.0,0.0,0.0477,0.9519,0.9916,0.7811,,False,
7826,260.927,100,Ben,0.9003,,1.0,0.0,0.0035,0.0549,0.9486,0.9908,0.7729,,False,
7827,260.961,100,Ben,0.9010,,1.0,0.0,0.0,0.0616,0.9503,0.9911,0.7758,,False,
7828,260.994,100,Ben,0.9040,,1.0,0.0,0.0,0.056,0.9583,0.9922,0.7687,,False,
7830,261.061,100,Ben,0.8870,,1.0,0.0,0.0,0.0357,0.9614,0.9932,0.7889,,False,
7831,261.094,100,Ben,0.9080,,1.0,0.0,0.0069,0.0312,0.9709,0.9911,0.7829,,False,
7832,261.127,100,Ben,0.9060,,1.0,0.0,0.0069,0.0279,0.9663,0.9892,0.7746,,False,
7833,261.161,100,Ben,0.9061,,1.0,0.0,0.0035,0.0357,0.9678,0.9879,0.7783,,False,
7834,261.194,100,Ben,0.9031,,1.0,0.0,0.0051,0.0613,0.9627,0.9825,0.7622,,False,
7835,261.227,100,Ben,0.9020,,1.0,0.0,0.0069,0.0545,0.962,0.979,0.7593,,False,
7836,261.261,100,Ben,0.8997,,1.0,0.0,0.0,0.0541,0.9573,0.976,0.7645,,False,
7837,261.294,100,Ben,0.9000,,1.0,0.0,0.0,0.0764,0.9596,0.9738,0.7715,,False,
7838,261.328,100,Ben,0.8969,,1.0,0.0,0.0051,0.0729,0.9532,0.9701,0.7676,,False,
7839,261.361,100,Ben,0.8970,,1.0,0.0,0.0,0.0611,0.9478,0.978,0.7585,,False,
7842,261.461,100,Ben,0.8762,,1.0,0.0,0.0,0.0425,0.9504,0.9737,0.7227,,False,
7843,261.494,100,Ben,0.8924,,1.0,0.0,0.0,0.045,0.9414,0.968,0.7104,,False,
7844,261.528,100,Ben,0.8924,,1.0,0.0,0.0,0.0387,0.9428,0.9662,0.7051,,False,
7845,261.561,100,Ben,0.8936,,1.0,0.0,0.0,0.0391,0.9481,0.9635,0.7069,,False,
7846,261.594,100,Ben,0.8938,,1.0,0.0,0.0,0.0361,0.9496,0.9621,0.6959,,False,
7848,261.661,100,Ben,0.8724,,1.0,0.0,0.0,0.063,0.9416,0.9687,0.7089,,False,
7849,261.694,100,Ben,0.8906,,1.0,0.0,0.0035,0.0707,0.9346,0.97,0.712,,False,
7850,261.728,100,Ben,0.8943,,1.0,0.0,0.0035,0.0826,0.9481,0.9666,0.7244,,False,
7851,261.761,100,Ben,0.8931,,1.0,0.0,0.0,0.0724,0.9456,0.9651,0.7338,,False,
7852,261.794,100,Ben,0.8926,,1.0,0.0069,0.0069,0.0579,0.9442,0.9647,0.7761,,False,
7853,261.828,100,Ben,0.8876,,1.0,0.0095,0.0,0.0547,0.9365,0.9549,0.7505,,False,
7854,261.861,100,Ben,0.8867,,1.0,0.0456,0.0,0.0631,0.9326,0.9567,0.7505,,False,
7855,261.894,100,Ben,0.8839,,1.0,0.0423,0.0,0.0547,0.9227,0.9592,0.7615,,False,
7856,261.928,100,Ben,0.8809,,1.0,0.0619,0.0,0.0492,0.9167,0.9552,0.7913,,False,
7857,261.961,100,Ben,0.8770,,1.0,0.0656,0.0,0.0536,0.9095,0.9491,0.796,,False,
7858,261.994,100,Ben,0.8767,,1.0,0.051,0.0,0.0576,0.9071,0.9511,0.7689,,False,
7859,262.028,100,Ben,0.8781,,1.0,0.0469,0.0,0.076,0.9086,0.9551,0.7398,,False,
7860,262.061,100,Ben,0.8764,,1.0,0.0233,0.0,0.0985,0.9047,0.9535,0.7593,,False,
7861,262.094,100,Ben,0.8773,,1.0,0.0033,0.0,0.1006,0.9076,0.9529,0.7683,,False,
7862,262.128,100,Ben,0.8798,,1.0,0.0192,0.0,0.1065,0.9178,0.9489,0.7787,,False,
7863,262.161,100,Ben,0.8832,,1.0,0.0,0.0,0.0874,0.9265,0.9509,0.7916,,False,
7864,262.195,100,Ben,0.8863,,1.0,0.0,0.0,0.0744,0.9313,0.9571,0.7888,,False,
7865,262.228,100,Ben,0.8896,,1.0,0.0,0.0035,0.0823,0.9401,0.9581,0.7881,,False,
7866,262.261,100,Ben,0.8932,,1.0,0.0,0.0,0.0847,0.9417,0.9711,0.7568,,False,
7867,262.295,100,Ben,0.8929,,1.0,0.0,0.0035,0.0795,0.9368,0.9766,0.7697,,False,
7868,262.328,100,Ben,0.8936,,1.0,0.0,0.0,0.0674,0.9439,0.9696,0.7754,,False,
7869,262.361,100,Ben,0.8896,,1.0,0.0,0.0,0.0748,0.9391,0.9595,0.7677,,False,
7872,262.461,100,Ben,0.8663,,1.0,0.0,0.0,0.0761,0.9361,0.9575,0.7585,,False,
7873,262.495,100,Ben,0.8871,,1.0,0.0,0.0,0.0822,0.9336,0.9569,0.7539,,False,
7874,262.528,100,Ben,0.8903,,1.0,0.0,0.0,0.0889,0.9392,0.9623,0.7561,,False,
7875,262.561,100,Ben,0.8936,,1.0,0.0,0.0,0.0954,0.9439,0.9694,0.749,,False,
7876,262.595,100,Ben,0.8930,,1.0,0.0,0.0,0.0901,0.9404,0.9718,0.7536,,False,
7877,262.628,100,Ben,0.8792,,1.0,0.0,0.0,0.0913,0.9003,0.9713,0.768,,False,
7878,262.661,100,Ben,0.8752,,1.0,0.0,0.0,0.0902,0.8928,0.9653,0.7615,,False,
7879,262.695,100,Ben,0.8764,,1.0,0.0,0.0,0.0872,0.8946,0.9677,0.7534,,False,
7880,262.728,100,Ben,0.8781,,1.0,0.0,0.0,0.0814,0.8945,0.9748,0.7662,,False,
7881,262.761,100,Ben,0.8772,,1.0,0.0,0.0,0.0683,0.8929,0.9733,0.7409,,False,
7882,262.795,100,Ben,0.8879,,1.0,0.0,0.0,0.0581,0.9271,0.9694,0.7324,,False,
7883,262.828,100,Ben,0.8873,,1.0,0.0033,0.0,0.0536,0.9271,0.9671,0.7272,,False,
7884,262.861,100,Ben,0.8868,,1.0,0.0,0.0,0.0573,0.9242,0.9691,0.7263,,False,
7885,262.895,100,Ben,0.8841,,1.0,0.0,0.0,0.0643,0.9176,0.967,0.734,,False,
7886,262.928,100,Ben,0.8835,,1.0,0.0,0.0,0.0753,0.9166,0.9659,0.7668,,False,
7887,262.961,100,Ben,0.8815,,1.0,0.0,0.0069,0.0935,0.9136,0.9619,0.7478,,False,
7888,262.995,100,Ben,0.8712,,1.0,0.0,0.0,0.0955,0.884,0.961,0.7727,,False,
7889,263.028,100,Ben,0.8663,,1.0,0.0,0.0,0.1081,0.874,0.9548,0.7653,,False,
7890,263.061,100,Ben,0.8684,,1.0,0.0,0.0,0.0964,0.8787,0.9569,0.7857,,False,
7891,263.095,100,Ben,0.8764,,1.0,0.0,0.0174,0.0947,0.8965,0.9648,0.7645,,False,
7892,263.128,100,Ben,0.8922,,1.0,0.0,0.0035,0.0835,0.9436,0.9642,0.7767,,False,
7893,263.162,100,Ben,0.8935,,1.0,0.0,0.0,0.0883,0.9436,0.9693,0.76,,False,
7894,263.195,100,Ben,0.8955,face_mismatch,1.0,0.0,0.0,0.1109,0.9429,0.9509,0.7311,,False,
7897,263.295,100,Ben,0.8702,,1.0,0.0,0.0,0.0789,0.9544,0.9447,0.7232,,False,
7898,263.328,100,Ben,0.8890,,1.0,0.0,0.0,0.0873,0.9449,0.949,0.7332,,False,
7899,263.362,100,Ben,0.8874,,1.0,0.0,0.0,0.0914,0.9396,0.9497,0.7554,,False,
7900,263.395,100,Ben,0.8863,,1.0,0.0,0.0,0.0746,0.9317,0.9564,0.7704,,False,
7901,263.428,100,Ben,0.8901,,1.0,0.0,0.0,0.0926,0.9432,0.9559,0.7659,,False,
7902,263.462,100,Ben,0.8897,,1.0,0.0,0.0,0.0911,0.9421,0.9557,0.7724,,False,
7903,263.495,100,Ben,0.8811,,1.0,0.0,0.0,0.0782,0.916,0.9571,0.7859,,False,
7904,263.528,100,Ben,0.8868,,1.0,0.0,0.0,0.0783,0.9308,0.9595,0.7802,,False,
7905,263.562,100,Ben,0.8804,,1.0,0.0,0.0,0.0649,0.9114,0.9606,0.7684,,False,
7906,263.595,100,Ben,0.8804,,1.0,0.0,0.0,0.07,0.9149,0.9557,0.7634,,False,
7907,263.628,100,Ben,0.8804,,1.0,0.0,0.0,0.0862,0.9149,0.9555,0.7621,,False,
7910,263.728,100,Ben,0.8663,,1.0,0.0,0.0,0.0815,0.9368,0.9554,0.7593,,False,
7911,263.762,100,Ben,0.8873,,1.0,0.0,0.0,0.093,0.9402,0.9483,0.7537,,False,
7912,263.795,100,Ben,0.8876,,1.0,0.0,0.0026,0.0947,0.9402,0.9497,0.7451,,False,
7913,263.828,100,Ben,0.8880,,1.0,0.0,0.0026,0.0895,0.9405,0.9509,0.7623,,False,
7914,263.862,100,Ben,0.8900,,1.0,0.0051,0.0,0.0847,0.943,0.9557,0.7888,,False,
7915,263.895,100,Ben,0.8882,,1.0,0.0,0.0,0.0796,0.9407,0.9514,0.8051,,False,
7916,263.928,100,Ben,0.8861,,1.0,0.0,0.0035,0.0901,0.9383,0.9463,0.8071,,False,
7917,263.962,100,Ben,0.8814,,1.0,0.0,0.0,0.0826,0.9402,0.9237,0.8271,,False,
7918,263.995,100,Ben,0.8719,,1.0,0.0,0.0,0.0797,0.9303,0.8984,0.8245,,False,
7922,264.129,100,Ben,0.8257,,1.0,0.0,0.0,0.0606,0.8734,0.8944,0.7305,,False,
7923,264.162,100,Ben,0.8541,,1.0,0.0,0.0,0.0437,0.8783,0.898,0.761,,False,
7924,264.195,100,Ben,0.8343,,1.0,0.0248,0.0,0.0242,0.8397,0.8701,0.7427,,False,
7925,264.229,100,Ben,0.8223,,1.0,0.0212,0.0,0.0343,0.8348,0.8268,0.7458,,False,
7926,264.262,100,Ben,0.8003,,1.0,0.0008,0.0,0.0679,0.8197,0.7565,0.709,,False,
7927,264.295,100,Ben,0.7728,,1.0,0.0,0.0165,0.1338,0.7769,0.7026,0.7235,,False,
7928,264.329,100,Ben,0.7753,,1.0,0.0,0.0,0.1095,0.786,0.7004,0.6764,kick,False,
7929,264.362,100,Ben,0.8027,,1.0,0.0108,0.0413,0.1631,0.8152,0.7732,0.8249,,False,
7939,264.695,100,Ben,0.7684,,1.0,0.0791,0.0332,0.0865,0.8139,0.7835,0.857,,False,
7940,264.729,100,Ben,0.8066,,1.0,0.0238,0.0234,0.136,0.8379,0.7571,0.8096,,False,
7941,264.762,100,Ben,0.7966,,1.0,0.0257,0.0128,0.0922,0.8409,0.7114,0.7852,,False,
7943,264.829,100,Ben,0.7677,,1.0,0.0187,0.0174,0.0542,0.859,0.7166,0.7506,,False,
7944,264.862,100,Ben,0.8089,,1.0,0.0383,0.1354,0.0577,0.8336,0.7728,0.8926,,False,
7950,265.062,115,Ben,0.6014,,0.0,0.0139,0.0,0.0591,0.878,0.7526,0.8827,,False,
7951,265.096,115,Ben,0.6790,,0.0,0.0253,0.0,0.0643,0.8775,0.7527,0.8887,,False,
7952,265.129,115,Ben,0.6794,,0.0,0.0,0.0,0.0635,0.8792,0.7521,0.8913,,False,
7953,265.162,115,Ben,0.6787,,0.0,0.0205,0.0,0.0638,0.8807,0.747,0.886,,False,
7954,265.196,115,Ben,0.6802,,0.0,0.0236,0.0,0.0652,0.8756,0.7605,0.8792,,False,
7955,265.229,115,Ben,0.6800,,0.0,0.0239,0.0,0.0638,0.8791,0.7544,0.8756,,False,
7956,265.262,115,Ben,0.6799,,0.0,0.0249,0.0,0.0677,0.8772,0.7567,0.8821,,False,
7957,265.296,115,Ben,0.6783,,0.0,0.0167,0.0,0.061,0.8795,0.747,0.8917,,False,
7961,265.429,111,Ben,0.7472,,1.0,0.0596,0.0,0.1726,0.8806,0.6934,0.5804,,False,
7962,265.462,111,Ben,0.7680,blue_torso,1.0,0.0,0.0663,0.2814,0.8064,0.6409,0.4955,,False,
7963,265.496,111,Ben,0.7532,blue_torso;blue_gloves,1.0,0.0,0.2041,0.2469,0.83,0.5459,0.5081,,False,
7971,265.762,115,Ben,0.6001,,0.0,0.0118,0.0,0.0674,0.8865,0.7445,0.8945,,False,
7972,265.796,115,Ben,0.6759,,0.0,0.0165,0.0,0.0698,0.8854,0.7287,0.8794,,False,
7973,265.829,115,Ben,0.6759,,0.0,0.0357,0.0,0.0761,0.8826,0.7325,0.891,,False,
7974,265.863,115,Ben,0.6728,,0.0,0.0296,0.0,0.0821,0.8814,0.7212,0.8869,,False,
7975,265.896,115,Ben,0.6715,,0.0,0.0255,0.0,0.0845,0.8824,0.7146,0.8836,,False,
7976,265.929,115,Ben,0.6713,,0.0,0.0224,0.0,0.0845,0.8821,0.7142,0.8835,,False,
7977,265.963,115,Ben,0.6734,,0.0,0.0295,0.0,0.0829,0.8816,0.7234,0.8874,,False,
7978,265.996,115,Ben,0.6724,,0.0,0.0315,0.0,0.0878,0.882,0.7189,0.8814,,False,
7979,266.029,115,Ben,0.6761,,0.0,0.0268,0.0,0.0813,0.8822,0.7341,0.8912,,False,
7980,266.063,115,Ben,0.6726,,0.0,0.0195,0.0,0.0773,0.8822,0.7192,0.8825,,False,
7981,266.096,115,Ben,0.6728,,0.0,0.0182,0.0,0.0749,0.8824,0.7201,0.8819,,False,
7982,266.129,115,Ben,0.6732,,0.0,0.0178,0.0,0.0753,0.8822,0.7217,0.8824,,False,
7983,266.163,115,Ben,0.6734,,0.0,0.0182,0.0,0.0821,0.8829,0.7219,0.882,,False,
7984,266.196,115,Ben,0.6709,,0.0,0.0182,0.0,0.0749,0.8833,0.7106,0.8818,,False,
7985,266.229,115,Ben,0.8113,,1.0,0.0213,0.0,0.0719,0.8829,0.7129,0.8806,,False,
7986,266.263,115,Ben,0.8123,,1.0,0.051,0.0,0.0757,0.8848,0.7146,0.8817,,False,
7987,266.296,115,Ben,0.8132,,1.0,0.0443,0.0,0.0711,0.8842,0.7189,0.8874,,False,
7988,266.329,115,Ben,0.8128,,1.0,0.0464,0.0,0.0736,0.8841,0.7174,0.8873,,False,
7989,266.363,115,Ben,0.8123,,1.0,0.0552,0.0,0.0711,0.8843,0.7152,0.8865,,False,
7990,266.396,115,Ben,0.8124,,1.0,0.0436,0.0,0.0702,0.8845,0.7153,0.88,,False,
7991,266.429,115,Ben,0.8118,,1.0,0.0373,0.0,0.0719,0.8846,0.7127,0.8777,,False,
7992,266.463,115,Ben,0.8120,,1.0,0.0345,0.0,0.0661,0.8853,0.7125,0.8777,,False,
7993,266.496,115,Ben,0.8121,,1.0,0.0601,0.0,0.0677,0.886,0.7119,0.8736,,False,
7994,266.529,115,Ben,0.8120,,1.0,0.0482,0.0,0.0753,0.8864,0.711,0.8733,,False,
7995,266.563,115,Ben,0.6716,,0.0,0.0294,0.0,0.0711,0.8869,0.7085,0.8741,,False,
7996,266.596,115,Ben,0.6729,,0.0,0.0399,0.0,0.0761,0.8876,0.7128,0.8774,,False,
7997,266.629,115,Ben,0.6724,,0.0,0.0273,0.0,0.0647,0.8871,0.7118,0.8786,,False,
7998,266.663,115,Ben,0.6738,,0.0,0.0151,0.0,0.0596,0.8875,0.717,0.8834,,False,
7999,266.696,115,Ben,0.6744,,0.0,0.0154,0.0,0.0655,0.8874,0.7197,0.8875,,False,
8000,266.729,115,Ben,0.6736,,0.0,0.0161,0.0,0.0647,0.8877,0.7156,0.8837,,False,
8001,266.763,115,Ben,0.6739,,0.0,0.0217,0.0,0.0783,0.8885,0.716,0.8851,,False,
8002,266.796,115,Ben,0.6737,,0.0,0.0197,0.0,0.0749,0.8888,0.7145,0.8833,,False,
8003,266.83,115,Ben,0.6737,,0.0,0.0191,0.0,0.0783,0.8896,0.7134,0.8843,,False,
8004,266.863,115,Ben,0.6737,,0.0,0.0247,0.0,0.0791,0.8897,0.7132,0.8817,,False,
8005,266.896,115,Ben,0.6711,,0.0,0.0213,0.0,0.0687,0.888,0.705,0.8741,,False,
8006,266.93,115,Ben,0.6739,,0.0,0.0277,0.0,0.074,0.8895,0.7143,0.8776,,False,
8007,266.963,115,Ben,0.6721,,0.0,0.0192,0.0,0.0728,0.8881,0.709,0.869,,False,
8008,266.996,115,Ben,0.6690,,0.0,0.0087,0.0,0.0681,0.8866,0.6981,0.8618,,False,
8009,267.03,115,Ben,0.6702,,0.0,0.0289,0.0,0.0664,0.8879,0.7012,0.858,,False,
8010,267.063,115,Ben,0.6671,,0.0,0.0221,0.0,0.0843,0.8883,0.6878,0.8477,,False,
8011,267.096,115,Ben,0.6685,,0.0,0.0285,0.0,0.0898,0.8856,0.6976,0.8661,,False,
8012,267.13,115,Ben,0.6677,,0.0,0.0025,0.0,0.0821,0.8799,0.7024,0.8757,,False,
8013,267.163,115,Ben,0.6675,,0.0,0.0222,0.0,0.0851,0.8769,0.7057,0.8794,,False,
8014,267.196,115,Ben,0.6657,,0.0,0.0139,0.0,0.075,0.8829,0.6897,0.8595,,False,
8015,267.23,115,Ben,0.6635,,0.0,0.0075,0.0,0.0679,0.8875,0.6738,0.8683,,False,
8016,267.263,115,Ben,0.6742,,0.0,0.0,0.0,0.0698,0.8876,0.7186,0.8832,,False,
8017,267.296,115,Ben,0.6727,,0.0,0.015,0.0,0.0767,0.8854,0.7152,0.877,,False,
8018,267.33,115,Ben,0.6676,,0.0,0.0032,0.0,0.0838,0.8818,0.6993,0.8618,,False,
8019,267.363,115,Ben,0.6661,,0.0,0.0,0.0,0.0931,0.8733,0.7048,0.8596,,False,
8020,267.396,115,Ben,0.6672,,0.0,0.0062,0.0,0.0997,0.8754,0.7065,0.8438,,False,
8021,267.43,115,Ben,0.6694,,0.0,0.0,0.0,0.0951,0.8807,0.7082,0.8551,,False,
8022,267.463,115,Ben,0.6721,,0.0,0.0,0.0035,0.089,0.8806,0.7195,0.8374,,False,
8023,267.496,115,Ben,0.6757,,0.0,0.0168,0.0,0.0856,0.8805,0.7349,0.8454,,False,
8024,267.53,115,Ben,0.6742,,0.0,0.0032,0.0,0.0985,0.8779,0.7323,0.828,,False,
8025,267.563,115,Ben,0.6738,,0.0,0.0,0.0,0.081,0.8736,0.7364,0.8128,,False,
8026,267.596,115,Ben,0.8129,,1.0,0.0203,0.0,0.062,0.8765,0.7286,0.816,,False,
8027,267.63,115,Ben,0.6702,,0.0,0.0102,0.0035,0.0716,0.8684,0.7291,0.8211,,False,
8028,267.663,115,Ben,0.6784,,0.0,0.0032,0.0278,0.0882,0.8715,0.7587,0.8501,,False,
8029,267.696,115,Ben,0.3855,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7731,0.0,,False,
8030,267.73,115,Ben,0.3885,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7854,0.0,,False,
8031,267.763,115,Ben,0.3874,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.781,0.0,,False,
8032,267.797,115,Ben,0.3878,not_competition_fighter,0.0,0.0,0.0,0.0,0.0,0.7824,0.0,,False,
8037,267.963,116,Ben,0.6278,,0.0,0.0274,0.0,0.1013,0.8879,0.7168,0.6278,,False,
8038,267.997,116,Ben,0.6766,,0.0,0.0138,0.0,0.1084,0.9009,0.7095,0.6279,,False,
8039,268.03,116,Ben,0.6747,,0.0,0.0,0.0,0.0959,0.9035,0.6978,0.6158,,False,
8040,268.063,116,Ben,0.6734,,0.0,0.0166,0.0,0.0813,0.8966,0.7023,0.6266,,False,
8041,268.097,116,Ben,0.6746,,0.0,0.0071,0.0,0.0771,0.9095,0.689,0.6161,,False,
8042,268.13,116,Ben,0.6729,,0.0,0.0165,0.0,0.063,0.8869,0.7138,0.6859,,False,
8043,268.163,116,Ben,0.6754,,0.0,0.0,0.0104,0.0646,0.8693,0.7495,0.7791,,False,
8044,268.197,116,Ben,0.6739,,0.0,0.0,0.0,0.0671,0.8581,0.7589,0.7928,,False,
8045,268.23,116,Ben,0.6699,,0.0,0.0,0.0208,0.0564,0.8468,0.7581,0.7943,,False,
8046,268.263,116,Ben,0.6726,,0.0,0.0,0.059,0.058,0.849,0.7665,0.8107,,False,
8047,268.297,116,Ben,0.6752,,0.0,0.0,0.0278,0.0565,0.861,0.7604,0.8086,,False,
8048,268.33,116,Ben,0.6775,,0.0,0.0,0.0903,0.0506,0.858,0.7742,0.834,,False,
8049,268.363,116,Ben,0.6764,,0.0,0.0,0.0347,0.0375,0.8633,0.7621,0.8233,,False,
8050,268.397,116,Ben,0.6759,,0.0,0.0,0.0382,0.0401,0.8634,0.7596,0.8191,,False,
8051,268.43,116,Ben,0.6797,,0.0,0.0,0.0451,0.037,0.8772,0.7562,0.8293,,False,
8052,268.463,116,Ben,0.6777,,0.0,0.0,0.066,0.0301,0.8776,0.7471,0.8275,,False,
8053,268.497,116,Ben,0.6743,,0.0,0.0,0.059,0.0227,0.8812,0.7277,0.8075,,False,
8054,268.53,116,Ben,0.6701,,0.0,0.0,0.0521,0.0207,0.8706,0.7252,0.8001,,False,
8059,268.697,116,Ben,0.5840,,0.0,0.0,0.0139,0.0312,0.8442,0.688,0.769,,False,
8060,268.73,116,Ben,0.6496,,0.0,0.0,0.0104,0.0163,0.8402,0.6831,0.7792,,False,
8067,268.964,111,Ben,0.7582,,1.0,0.0383,0.0,0.0313,0.857,0.7157,0.6267,,False,
8068,268.997,111,Ben,0.8006,,1.0,0.046,0.0,0.0199,0.8469,0.7194,0.6451,,False,
8069,269.03,111,Ben,0.8073,,1.0,0.0543,0.0,0.0108,0.8361,0.7628,0.7193,,False,
8070,269.064,111,Ben,0.8036,,1.0,0.05,0.0,0.0169,0.8388,0.7433,0.6842,,False,
8073,269.164,111,Ben,0.7767,,1.0,0.0716,0.0035,0.0601,0.8528,0.7293,0.6284,,False,
8074,269.197,111,Ben,0.7990,,1.0,0.062,0.0069,0.0836,0.8481,0.711,0.615,,False,
8075,269.23,111,Ben,0.7954,,1.0,0.0729,0.0,0.1259,0.8517,0.6911,0.6127,,False,
8080,269.397,111,Ben,0.7668,,1.0,0.0364,0.0,0.0905,0.8295,0.7259,0.6227,,False,
8088,269.664,116,Ben,0.8248,,1.0,0.0,0.0,0.0415,0.8983,0.9671,0.7423,,False,
8089,269.697,116,Ben,0.8782,,1.0,0.0,0.0,0.0526,0.8992,0.9685,0.7324,,False,
8090,269.731,116,Ben,0.8772,,1.0,0.0,0.0104,0.0632,0.8969,0.9676,0.7355,,False,
8091,269.764,116,Ben,0.8789,,1.0,0.0,0.0035,0.0498,0.8971,0.9744,0.7261,,False,
8092,269.797,116,Ben,0.8763,,1.0,0.0,0.0,0.0508,0.8941,0.9681,0.7432,,False,
8093,269.831,116,Ben,0.8758,,1.0,0.0,0.0104,0.0724,0.893,0.9675,0.7594,,False,
8094,269.864,116,Ben,0.8757,,1.0,0.0,0.0104,0.0837,0.8963,0.9623,0.7434,,False,
8095,269.897,116,Ben,0.8776,,1.0,0.0,0.0069,0.0797,0.9039,0.9595,0.7268,,False,
8096,269.931,116,Ben,0.8774,,1.0,0.0,0.0243,0.093,0.9089,0.9517,0.7206,,False,
8097,269.964,116,Ben,0.8804,,1.0,0.0,0.0312,0.1034,0.9191,0.9497,0.7395,,False,
8098,269.997,116,Ben,0.8850,,1.0,0.0,0.0139,0.1401,0.9317,0.9511,0.7187,,False,
8099,270.031,116,Ben,0.8858,,1.0,0.0,0.0104,0.158,0.9321,0.9536,0.7499,,False,
8100,270.064,116,Ben,0.8877,,1.0,0.0,0.0104,0.1555,0.9375,0.9539,0.8042,,False,
8101,270.097,116,Ben,0.8849,,1.0,0.0,0.0139,0.1157,0.9326,0.9491,0.7849,,False,
8102,270.131,116,Ben,0.8839,,1.0,0.0,0.0069,0.1087,0.9228,0.9588,0.7916,,False,
8103,270.164,116,Ben,0.8825,,1.0,0.0,0.0,0.1048,0.9114,0.9691,0.7904,,False,
8104,270.197,116,Ben,0.8825,,1.0,0.0,0.0,0.1079,0.9089,0.973,0.7974,,False,
8105,270.231,116,Ben,0.8807,,1.0,0.0,0.0,0.1043,0.9049,0.9711,0.7893,,False,
8106,270.264,116,Ben,0.8824,,1.0,0.0,0.0,0.1169,0.9055,0.9774,0.7998,,False,
8107,270.297,116,Ben,0.8798,,1.0,0.0,0.0,0.1131,0.9021,0.9713,0.8063,,False,
8108,270.331,116,Ben,0.8797,,1.0,0.0,0.0,0.0944,0.8998,0.974,0.8047,,False,
8109,270.364,116,Ben,0.8780,,1.0,0.0,0.0,0.0892,0.8957,0.9727,0.8082,,False,
8110,270.397,116,Ben,0.8766,,1.0,0.0,0.0,0.0776,0.8947,0.9684,0.83,,False,
8111,270.431,116,Ben,0.8712,,1.0,0.0,0.0,0.0793,0.8956,0.9446,0.8281,,False,
8112,270.464,116,Ben,0.8651,,1.0,0.0,0.0069,0.0791,0.8976,0.9165,0.8132,,False,
8113,270.498,116,Ben,0.8637,,1.0,0.0,0.0035,0.1201,0.9043,0.9011,0.8222,,False,
8114,270.531,116,Ben,0.8727,face_mismatch,1.0,0.0,0.0,0.1338,0.9121,0.9046,0.817,,False,
8115,270.564,116,Ben,0.8700,face_mismatch,1.0,0.0,0.0104,0.1449,0.9124,0.8915,0.779,,False,
8116,270.598,116,Ben,0.8682,,1.0,0.0,0.0104,0.1613,0.911,0.9103,0.7483,,False,
8117,270.631,116,Ben,0.8817,face_mismatch,1.0,0.0,0.0,0.1665,0.9148,0.9411,0.7833,,False,
8118,270.664,116,Ben,0.8821,face_mismatch,1.0,0.0,0.0,0.1701,0.9132,0.9434,0.8043,,False,
8119,270.698,116,Ben,0.8802,face_mismatch,1.0,0.0,0.0,0.1457,0.904,0.9426,0.8211,,False,
8120,270.731,116,Ben,0.8688,,1.0,0.0,0.0,0.1233,0.8957,0.9343,0.8452,,False,
8121,270.764,116,Ben,0.8679,,1.0,0.0,0.0069,0.1303,0.8947,0.9319,0.8416,,False,
8122,270.798,116,Ben,0.8701,,1.0,0.0,0.0,0.1484,0.9005,0.9331,0.8347,,False,
8123,270.831,116,Ben,0.8711,,1.0,0.0,0.0,0.1541,0.9087,0.9255,0.832,,False,
