frame,timestamp_seconds,track_id,selected_track_id,fighter_label,confidence,bbox,keypoints,red_glove_score,white_glove_score,blue_glove_score,blue_torso_score,white_uniform_score,black_belt_score,standing_score,reference_match_score,pose_reference_match_score,competition_fighter_score,exclude_reference_match_score,exclude_body_match_score,exclude_face_detected,exclude_face_match_score,face_detected,face_match_score,gabriel_candidate_score,id_red_wrist_score,id_white_glove_score,id_blue_glove_score,id_blue_torso_score,id_pose_reference_score,id_face_detected,id_face_match_score,id_exclude_reference_score,id_exclude_body_score,id_exclude_face_detected,id_exclude_face_score,id_competition_fighter_score,id_continuity_score,id_reset_side_score,id_match_gap,id_confirmed_not_top,id_hard_reject_active,id_rejection_reason,id_visual_state,strike_punch_score,strike_kick_score,strike_punch_endpoint_motion,strike_kick_endpoint_motion,strike_punch_extension_delta,strike_kick_extension_delta,strike_punch_extension_ratio,strike_kick_extension_ratio,strike_kick_foot_height_change,strike_kick_foot_elevation_body_heights,strike_kick_support_foot_motion_body_heights,strike_punch_opponent_distance_body_heights,strike_punch_target_approach_body_heights,strike_punch_target_distance_body_heights,strike_punch_target_alignment,strike_kick_opponent_distance_body_heights,strike_kick_used_recent_opponent,strike_punch_commitment_frames,strike_kick_commitment_frames,strike_punch_cooldown,strike_kick_cooldown,strike_punch_armed,strike_kick_armed,strike_candidate_type,strike_confirmed,strike_rejection_reason,estimated_action
1710,56.967,31,19,fighter-31,4.4356,"[867, 346, 995, 711]","[[922.0888671875, 384.73372395833337], [917.3362630208333, 377.60481770833337], [926.2473958333333, 377.60481770833337], [920.306640625, 383.54557291666663], [954.1689453125, 384.73372395833337], [903.6725260416667, 438.20052083333326], [976.7438151041667, 435.82421875], [894.7613932291667, 514.2421875], [976.7438151041667, 496.419921875], [877.533203125, 571.8675130208334], [955.3570963541667, 532.6585286458334], [923.2770182291667, 555.8274739583334], [963.6741536458333, 555.2333984375], [917.9303385416667, 643.1565755208334], [950.0104166666667, 643.1565755208334], [921.4947916666667, 713.2574869791666], [952.9807942708333, 715.0397135416666]]",0.0239,0.2882,0.0,0.0291,0.6205,0.6561,0.765,0.5958,0.8565,0.0,0.7019,0.7019,False,0.0,False,0.0,0.7275,0.0239,0.2882,0.0,0.0291,0.8565,False,0.0,0.7019,0.7019,False,0.0,0.0,0.6884,0.0,-0.1764,False,False,not_active_fighter_pair,candidate,0.3136,0.0584,8.8804,1.46,3.7638,0.8368,1.0284,1.0121,1.46,0.0085,0.0053,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1710,56.967,27,19,fighter-27,4.4117,"[366, 537, 647, 717]","[[510.76866319444446, 592.8506944444445], [508.9392361111111, 583.7035590277778], [509.5490451388889, 584.9231770833334], [439.42100694444446, 593.4605034722223], [501.6215277777778, 592.2408854166666], [397.95399305555554, 660.5394965277778], [530.8923611111111, 653.2217881944445], [379.6597222222222, 717.2517361111112], [624.8029513888889, 709.32421875], [449.1779513888889, 698.9574652777778], [567.4809027777778, 711.1536458333334], [681.5151909722222, 860.556857638889], [681.5151909722222, 710.5438368055555], [330.875, 611.7547743055555], [605.8988715277778, 706.2751736111112], [681.5151909722222, 709.32421875], [681.5151909722222, 710.5438368055555]]",0.0,0.0,0.0,0.1336,0.0132,0.7802,1.0,0.5145,0.7677,0.0,0.4348,0.4348,False,0.0,False,0.0,0.5885,0.0,0.0,0.0,0.1336,0.7677,False,0.0,0.4348,0.4348,False,0.0,0.0,0.3251,0.0,-0.3154,False,False,not_active_fighter_pair,candidate,0.1688,3.2878,17.5427,196.7215,2.0259,56.5402,1.0305,3.9453,148.01,0.0,0.7891,,,,,,False,0,3,0,0,True,True,kick,False,not_selected_fighter,
1710,56.967,26,19,fighter-26,4.5195,"[538, 322, 665, 501]","[[606.4527994791666, 342.4521484375], [606.744140625, 339.2473958333333], [602.9567057291666, 339.5387369791667], [602.0826822916666, 341.8694661458333], [591.5944010416666, 342.4521484375], [616.6497395833334, 362.5546875], [574.4052734375, 365.1767578125], [629.46875, 385.279296875], [570.6178385416666, 392.8541666666667], [646.3665364583334, 396.9329427083333], [590.4290364583334, 403.6337890625], [613.4449869791666, 410.04329427083337], [586.0589192708334, 412.08268229166663], [634.712890625, 447.3349609375], [570.03515625, 449.95703125], [648.4059244791666, 486.95735677083337], [554.302734375, 483.46126302083337]]",0.1969,0.467,0.0,0.0391,0.6088,0.1617,0.695,0.866,0.9331,1.0,0.8856,0.8856,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,,,0.0317,0.0492,6.5397,7.2143,0.3807,1.6906,1.0084,1.0221,0.9847,0.0503,0.033,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1710,56.967,24,19,fighter-24,1.7061,"[711, 547, 962, 719]","[[844.6705729166666, 659.1458333333334], [737.9084201388889, 648.2517361111112], [880.0763888888889, 652.609375], [729.1931423611111, 674.3975694444445], [934.0021701388889, 674.9422743055555], [748.2578125, 707.0798611111112], [916.5716145833333, 631.9105902777778], [739.5425347222222, 694.0069444444445], [992.8302951388889, 690.7387152777778], [800.5494791666666, 675.4869791666666], [869.7269965277778, 676.0316840277778], [907.8563368055557, 574.171875], [893.6940104166667, 575.2612847222223], [872.9952256944443, 617.2035590277778], [786.3871527777778, 620.4717881944445], [739.5425347222222, 652.609375], [738.9978298611111, 653.6987847222223]]",0.0,0.0,0.0,0.0054,0.0038,0.9582,0.7727,0.5446,0.6894,0.0,0.4265,0.4265,False,0.0,False,0.0,0.5754,0.0,0.0,0.0,0.0054,0.6894,False,0.0,0.4265,0.4265,False,0.0,0.0,0.4236,0.0,-0.3286,False,False,not_active_fighter_pair,candidate,0.7178,0.8964,19.2196,22.4088,8.6131,41.2127,1.1641,3.4731,22.2135,0.1244,0.0434,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1710,56.967,19,19,Gabriel,4.9832,"[704, 313, 867, 529]","[[777.7178819444445, 330.44444444444446], [778.7790798611111, 327.26085069444446], [778.7790798611111, 327.26085069444446], [784.4388020833334, 330.79817708333337], [796.1119791666666, 331.5056423611111], [772.765625, 352.02213541666663], [812.0299479166667, 356.9743923611111], [751.1879340277778, 375.36848958333337], [817.6896701388889, 389.1640625], [721.828125, 365.46397569444446], [797.8806423611111, 385.6267361111111], [779.1328125, 406.14322916666663], [802.1254340277778, 407.20442708333326], [742.3446180555555, 451.42100694444446], [825.1180555555555, 462.38671875], [730.6714409722222, 501.2973090277777], [853.4166666666667, 511.20182291666663]]",0.0,0.7212,0.0,0.0994,0.6739,0.0027,0.7369,0.9003,0.9256,1.0,0.8613,0.8613,False,0.0,False,0.0,0.9039,0.0,0.7212,0.0,0.0994,0.9256,False,0.0,0.8613,0.8613,False,0.0,1.0,0.9555,1.0,0.1764,False,False,,confirmed,0.5146,0.4395,28.837,10.9885,6.1751,9.3805,1.1328,1.088,10.9657,0.0,0.0816,0.9329,0.091,0.7197,0.6324,0.9329,False,0,0,0,0,True,True,,False,below_threshold,
1711,57.0,31,19,fighter-31,4.4657,"[867, 346, 996, 709]","[[922.046875, 385.1123046875], [917.9111328125, 378.0224609375], [925.591796875, 378.0224609375], [920.865234375, 384.521484375], [954.5419921875, 385.703125], [904.9130859375, 438.2861328125], [977.583984375, 435.9228515625], [896.05078125, 514.501953125], [978.1748046875, 496.77734375], [879.5078125, 572.40234375], [960.4501953125, 534.58984375], [924.41015625, 556.4501953125], [964.5859375, 554.677734375], [916.7294921875, 640.9375], [950.40625, 641.5283203125], [918.501953125, 712.4267578125], [952.76953125, 715.380859375]]",0.0016,0.2587,0.0,0.0333,0.6345,0.661,0.7699,0.596,0.8524,0.0,0.6855,0.6855,False,0.0,False,0.0,0.7249,0.0016,0.2587,0.0,0.0333,0.8524,False,0.0,0.6855,0.6855,False,0.0,0.0,0.6822,0.0,-0.1731,False,False,not_active_fighter_pair,candidate,0.3014,0.1746,8.7741,6.8726,3.617,2.0948,1.0272,1.0302,3.5107,0.0106,0.0113,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1711,57.0,27,19,fighter-27,4.3763,"[367, 537, 647, 717]","[[511.2534722222222, 594.1875], [509.43055555555554, 585.0729166666666], [510.64583333333326, 585.6805555555555], [440.7673611111111, 594.7951388888888], [502.1388888888889, 593.5798611111111], [398.8402777777778, 661.0277777777777], [531.9131944444445, 654.34375], [380.0034722222222, 716.9305555555555], [626.0972222222222, 709.6388888888888], [451.0972222222222, 698.7013888888888], [567.7638888888889, 710.2465277777777], [681.3923611111111, 859.7256944444445], [681.3923611111111, 710.2465277777777], [332.0, 611.8090277777777], [606.0451388888889, 706.6006944444445], [681.3923611111111, 709.03125], [681.3923611111111, 710.8541666666666]]",0.0,0.0,0.0,0.1352,0.0136,0.7684,1.0,0.5332,0.784,0.0,0.3975,0.3975,False,0.0,False,0.0,0.5998,0.0,0.0,0.0,0.1352,0.784,False,0.0,0.3975,0.3975,False,0.0,0.0,0.3324,0.0,-0.2981,False,False,not_active_fighter_pair,candidate,0.1154,0.0308,21.2055,129.741,1.3853,55.798,1.0213,3.8368,0.6163,0.0,0.5233,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1711,57.0,26,19,fighter-26,4.5211,"[539, 323, 666, 502]","[[605.7047526041666, 344.9088541666667], [605.99609375, 341.4127604166667], [602.2086588541666, 341.9954427083333], [601.6259765625, 344.326171875], [590.5550130208334, 345.2001953125], [615.9016927083334, 365.0113932291667], [573.6572265625, 367.6334635416667], [628.720703125, 387.4446614583333], [569.8697916666666, 395.8935546875], [645.6184895833334, 398.8069661458333], [588.8069661458334, 406.96451822916663], [612.4055989583334, 412.5], [585.6022135416666, 414.248046875], [633.96484375, 449.79166666666663], [570.4524739583334, 450.95703125], [646.4925130208334, 487.08333333333337], [553.8460286458334, 483.2958984375]]",0.1434,0.4983,0.0,0.033,0.6135,0.1474,0.682,0.8875,0.9301,1.0,0.8744,0.8744,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,,,0.1749,0.2261,9.0491,8.8693,2.0982,3.7228,1.0524,1.1141,4.5215,0.0512,0.0674,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1711,57.0,24,19,fighter-24,1.7347,"[712, 547, 962, 719]","[[845.6805555555555, 661.7543402777777], [739.34375, 649.2760416666666], [880.4027777777778, 656.3289930555555], [730.1206597222222, 674.2326388888889], [934.1137152777778, 681.2855902777777], [749.109375, 703.5295138888888], [916.7526041666667, 634.0850694444445], [740.4288194444445, 693.7638888888888], [992.7074652777778, 694.8489583333334], [807.703125, 675.8602430555555], [867.9244791666667, 675.8602430555555], [910.7847222222222, 567.8958333333334], [894.5086805555557, 571.6935763888888], [873.3498263888889, 617.8090277777777], [787.6293402777778, 620.5217013888888], [740.4288194444445, 653.0737847222222], [739.8862847222222, 661.7543402777777]]",0.0,0.0,0.0,0.0077,0.0055,0.9476,0.7886,0.52,0.685,0.0,0.4444,0.4444,False,0.0,False,0.0,0.5696,0.0,0.0,0.0,0.0077,0.685,False,0.0,0.4444,0.4444,False,0.0,0.0,0.4194,0.0,-0.3283,False,False,not_active_fighter_pair,candidate,0.7139,1.0668,25.1143,33.4317,8.5669,13.8035,1.1524,1.2801,33.4115,0.1133,0.1705,,,,,,False,0,1,0,0,True,True,,False,below_threshold,
1711,57.0,19,19,Gabriel,4.9374,"[702, 311, 860, 529]","[[777.0970052083334, 328.8118489583333], [777.806640625, 325.9733072916667], [778.1614583333334, 325.6184895833333], [783.12890625, 328.8118489583333], [796.966796875, 329.1666666666667], [771.419921875, 349.03645833333337], [811.869140625, 354.7135416666667], [746.2278645833334, 371.7447916666667], [817.9010416666667, 387.35677083333337], [730.970703125, 363.2291666666667], [798.03125, 386.29231770833337], [777.0970052083334, 405.09765625], [800.5149739583334, 406.87174479166663], [741.9700520833334, 448.38541666666663], [823.2233072916666, 459.02994791666663], [730.6158854166666, 498.41471354166663], [846.99609375, 509.05924479166663]]",0.0,0.7672,0.005,0.1169,0.6989,0.0002,0.734,0.8989,0.9093,1.0,0.8745,0.8745,False,0.0,False,0.0,0.8979,0.0,0.7672,0.005,0.1169,0.9093,False,0.0,0.8745,0.8745,False,0.0,1.0,0.9538,1.0,0.1731,False,False,,confirmed,0.0,0.4602,24.6923,12.3354,-8.8954,5.5223,0.8281,1.0559,10.2441,0.0665,0.0829,0.9,-0.0188,0.7687,-0.0459,0.9,False,0,0,0,0,True,True,,False,below_threshold,
1712,57.033,31,19,fighter-31,4.442,"[868, 347, 997, 709]","[[923.662109375, 385.41536458333337], [918.9485677083333, 378.93424479166663], [927.7864583333333, 378.93424479166663], [921.3053385416667, 384.826171875], [955.478515625, 386.59375], [904.8079427083333, 439.03190104166674], [978.45703125, 437.853515625], [896.5592447916667, 514.4485677083333], [979.0462239583333, 499.12955729166674], [880.6510416666667, 572.7786458333334], [961.3704427083333, 536.2486979166666], [924.8404947916667, 555.6920572916666], [964.9055989583333, 555.1028645833334], [917.7701822916667, 641.7141927083334], [950.7649739583333, 641.7141927083334], [919.5377604166667, 712.4173177083334], [953.7109375, 715.36328125]]",0.0,0.2457,0.0,0.0288,0.6297,0.6596,0.7666,0.5959,0.8519,0.0,0.6847,0.6847,False,0.0,False,0.0,0.7213,0.0,0.2457,0.0,0.0288,0.8519,False,0.0,0.6847,0.6847,False,0.0,0.0,0.6739,0.0,-0.1803,False,False,not_active_fighter_pair,candidate,0.3224,0.0621,8.957,4.6435,3.8683,0.7457,1.0293,1.0107,2.1647,0.0106,0.0051,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1712,57.033,27,19,fighter-27,4.3583,"[368, 538, 647, 717]","[[512.34375, 594.19921875], [510.52734375, 585.1171875], [511.1328125, 586.328125], [441.50390625, 595.41015625], [503.26171875, 594.19921875], [400.33203125, 661.40625], [532.9296875, 655.3515625], [380.95703125, 717.109375], [626.77734375, 709.84375], [451.19140625, 697.734375], [567.44140625, 709.84375], [681.26953125, 859.39453125], [681.26953125, 710.44921875], [333.125, 612.36328125], [606.19140625, 706.81640625], [681.26953125, 709.23828125], [681.26953125, 711.0546875]]",0.0,0.0,0.0,0.1332,0.0142,0.7703,1.0,0.5338,0.7838,0.0,0.3948,0.3948,False,0.0,False,0.0,0.6011,0.0,0.0,0.0,0.1332,0.7838,False,0.0,0.3948,0.3948,False,0.0,0.0,0.3357,0.0,-0.3005,False,False,not_active_fighter_pair,candidate,0.0,0.0122,4.851,0.3038,-4.2605,0.3038,0.9362,1.002,0.3038,0.0074,0.2164,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1712,57.033,26,19,fighter-26,4.4913,"[539, 325, 665, 502]","[[604.3046875, 346.9521484375], [604.5927734375, 343.4951171875], [600.84765625, 344.0712890625], [600.84765625, 346.3759765625], [589.0361328125, 347.5283203125], [614.099609375, 366.830078125], [573.19140625, 369.9990234375], [628.2158203125, 389.30078125], [569.4462890625, 399.095703125], [645.7890625, 399.671875], [588.4599609375, 409.7548828125], [612.37109375, 414.3642578125], [583.5625, 416.380859375], [631.384765625, 452.9677734375], [566.853515625, 455.2724609375], [646.6533203125, 488.978515625], [554.4658203125, 484.9453125]]",0.1514,0.474,0.0,0.0264,0.6018,0.1502,0.6901,0.8818,0.9306,1.0,0.881,0.881,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,,,0.2343,0.0187,12.2105,5.369,2.8119,0.2249,1.0707,1.007,3.8135,0.0512,0.0617,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1712,57.033,24,19,fighter-24,1.7791,"[713, 549, 963, 719]","[[849.3932291666667, 660.5842013888889], [741.9713541666666, 650.2760416666666], [881.9453125, 656.2439236111111], [732.2057291666666, 674.1475694444445], [934.5711805555557, 675.7751736111111], [751.1944444444445, 704.5295138888888], [918.2951388888889, 632.9149305555555], [741.9713541666666, 695.8489583333334], [993.7074652777778, 696.9340277777777], [809.2456597222222, 676.3177083333334], [869.4670138888889, 676.8602430555555], [909.6145833333333, 576.4913194444445], [895.5086805555557, 578.1189236111111], [754.9921875, 618.8090277777777], [788.6293402777778, 622.0642361111111], [741.4288194444445, 653.53125], [740.8862847222222, 653.53125]]",0.0,0.0,0.0,0.0082,0.0055,0.942,0.7532,0.5166,0.687,0.0,0.4385,0.4385,False,0.0,False,0.0,0.5632,0.0,0.0,0.0,0.0082,0.687,False,0.0,0.4385,0.4385,False,0.0,0.0,0.4162,0.0,-0.3384,False,False,not_active_fighter_pair,candidate,0.0,0.9569,7.9583,23.9232,-0.793,41.2484,0.9879,3.5891,23.8021,0.1201,0.0666,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1712,57.033,19,19,Gabriel,4.9323,"[699, 309, 857, 529]","[[774.77734375, 327.69140625], [776.2096354166666, 324.46875], [776.2096354166666, 324.46875], [782.296875, 328.0494791666667], [795.1875, 328.0494791666667], [769.40625, 348.1015625], [810.5846354166667, 352.75651041666663], [740.7604166666666, 368.86979166666663], [816.671875, 386.41536458333337], [719.2760416666666, 355.62109375], [797.3359375, 386.7734375], [775.8515625, 403.60286458333337], [799.1263020833334, 405.39322916666663], [741.4765625, 448.00390625], [821.6848958333334, 459.46223958333326], [729.3020833333334, 497.41796875], [843.1692708333334, 509.95052083333326]]",0.0,0.8456,0.0028,0.1063,0.6894,0.0006,0.7357,0.9028,0.9119,1.0,0.8834,0.8834,False,0.0,False,0.0,0.9016,0.0,0.8456,0.0028,0.1063,0.9119,False,0.0,0.8834,0.8834,False,0.0,1.0,0.959,1.0,0.1803,False,False,,confirmed,0.057,0.3656,13.1325,9.1397,0.684,4.9092,1.0191,1.0492,7.9948,0.0774,0.1168,0.8871,-0.0739,1.1139,-0.9956,0.8871,False,0,0,0,0,True,True,,False,below_threshold,
1713,57.067,31,19,fighter-31,4.488,"[870, 347, 998, 708]","[[926.94921875, 385.89680989583337], [920.4860026041667, 378.84602864583337], [932.2373046875, 378.84602864583337], [921.6611328125, 385.30924479166663], [956.3274739583333, 386.484375], [905.796875, 438.77766927083337], [979.2425130208333, 437.6025390625], [896.9833984375, 515.7486979166666], [979.830078125, 498.12174479166663], [881.7067057291667, 573.9176432291667], [962.203125, 536.3134765625], [925.1865234375, 557.4658203125], [965.728515625, 555.703125], [918.7233072916667, 642.6627604166667], [951.626953125, 642.6627604166667], [921.6611328125, 711.9954427083333], [953.9772135416667, 714.9332682291667]]",0.0,0.2578,0.0,0.029,0.6299,0.6762,0.7682,0.595,0.8524,0.0,0.6821,0.6821,False,0.0,False,0.0,0.7198,0.0,0.2578,0.0,0.029,0.8524,False,0.0,0.6821,0.6821,False,0.0,0.0,0.6692,0.0,-0.1844,False,False,not_active_fighter_pair,candidate,0.2897,0.0,8.9668,5.2523,3.4763,-4.3213,1.026,0.9728,4.3604,0.0107,0.0096,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1713,57.067,27,19,fighter-27,4.371,"[369, 539, 648, 718]","[[513.34375, 595.19921875], [511.52734375, 586.1171875], [512.1328125, 587.328125], [442.50390625, 595.8046875], [504.26171875, 594.59375], [400.7265625, 663.01171875], [533.9296875, 655.74609375], [382.5625, 716.8984375], [627.171875, 709.6328125], [452.19140625, 697.5234375], [568.44140625, 709.6328125], [682.26953125, 860.39453125], [682.26953125, 711.44921875], [334.125, 613.36328125], [573.28515625, 706.0], [682.26953125, 709.02734375], [682.26953125, 711.44921875]]",0.0,0.0,0.0,0.1317,0.013,0.7765,1.0,0.5296,0.7826,0.0,0.3978,0.3978,False,0.0,False,0.0,0.6007,0.0,0.0,0.0,0.1317,0.7826,False,0.0,0.3978,0.3978,False,0.0,0.0,0.3381,0.0,-0.3035,False,False,not_active_fighter_pair,candidate,0.102,0.0,22.5186,0.9418,1.2244,-0.9418,1.0195,0.9938,0.9418,0.0098,0.0086,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1713,57.067,26,19,fighter-26,4.7239,"[539, 328, 664, 503]","[[603.7786458333334, 347.9951171875], [604.0634765625, 344.5771484375], [600.0758463541666, 344.8619791666667], [600.3606770833334, 347.7102864583333], [588.9674479166666, 348.849609375], [614.0325520833334, 368.2180989583333], [572.1624348958334, 371.63606770833337], [627.9892578125, 389.865234375], [568.7444661458334, 400.119140625], [645.6487630208334, 399.83430989583337], [587.828125, 410.373046875], [611.75390625, 416.3544921875], [582.9860026041666, 417.49381510416663], [628.2740885416666, 454.23697916666674], [564.7568359375, 456.80045572916674], [646.2184244791666, 489.8408203125], [555.6422526041666, 486.13802083333326]]",0.1425,0.4835,0.0,0.032,0.608,0.1412,0.695,0.8913,0.9364,1.0,0.882,0.882,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,,,0.1172,0.0,12.2518,6.4102,1.4069,-6.1349,1.0348,0.9297,4.7168,0.0,0.0308,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1713,57.067,24,19,fighter-24,1.7452,"[715, 551, 964, 719]","[[850.3072916666666, 662.0182291666666], [742.234375, 650.6705729166666], [883.26953125, 657.1549479166666], [733.5885416666666, 674.9869791666666], [936.2252604166667, 676.6080729166666], [753.0416666666666, 705.2473958333334], [918.3932291666667, 635.5403645833334], [743.3151041666666, 694.4401041666666], [994.5846354166665, 694.4401041666666], [810.3203125, 677.1484375], [870.8411458333333, 677.1484375], [910.828125, 577.1809895833333], [896.7786458333333, 578.26171875], [756.2838541666666, 619.8697916666667], [790.3268229166666, 623.1119791666667], [742.7747395833334, 652.83203125], [742.7747395833334, 651.2109375]]",0.0,0.0,0.0,0.0082,0.0058,0.9312,0.7623,0.5214,0.6904,0.0,0.4328,0.4328,False,0.0,False,0.0,0.5642,0.0,0.0,0.0,0.0082,0.6904,False,0.0,0.4328,0.4328,False,0.0,0.0,0.4097,0.0,-0.34,False,False,not_active_fighter_pair,candidate,0.3067,0.7995,13.3205,19.9886,3.6807,22.7417,1.0612,1.6999,19.9023,0.1068,0.0616,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1713,57.067,19,19,Gabriel,4.9619,"[697, 310, 853, 527]","[[773.5872395833334, 328.0833333333333], [775.0, 325.2578125], [775.0, 324.9046223958333], [780.6510416666666, 328.4365234375], [793.0126953125, 328.4365234375], [766.8766276041666, 348.2151692708333], [809.6126302083333, 352.806640625], [739.3277994791666, 368.7001953125], [815.263671875, 386.00651041666663], [722.3746744791666, 355.27897135416663], [795.8382161458334, 387.41927083333337], [773.5872395833334, 404.7255859375], [798.6637369791666, 407.19791666666663], [740.7405598958334, 449.58072916666674], [818.7955729166666, 460.17643229166674], [727.3193359375, 497.26139322916674], [838.57421875, 509.26985677083326]]",0.0,0.8822,0.0022,0.1128,0.6898,0.0002,0.7422,0.906,0.9146,1.0,0.8776,0.8776,False,0.0,False,0.0,0.9042,0.0,0.8822,0.0022,0.1128,0.9146,False,0.0,0.8776,0.8776,False,0.0,1.0,0.9595,1.0,0.1844,False,False,,confirmed,0.1023,0.0396,2.5577,3.5664,5.6337,0.4756,1.1782,1.0046,2.0562,0.0778,0.1141,0.8853,-0.0003,1.122,-0.0156,0.8853,False,0,0,0,0,True,True,,False,below_threshold,
1714,57.1,31,19,fighter-31,4.475,"[871, 347, 999, 709]","[[927.9296875, 386.00455729166663], [921.4485677083333, 379.5234375], [935.0, 378.93424479166663], [922.626953125, 386.00455729166663], [957.3893229166667, 387.18294270833337], [906.1295572916667, 439.62109375], [980.3678385416667, 438.44270833333326], [897.880859375, 515.626953125], [980.95703125, 498.54036458333326], [882.5618489583333, 572.7786458333334], [963.8704427083333, 537.4270833333334], [926.162109375, 557.4596354166666], [966.2272135416667, 555.6920572916666], [919.091796875, 643.4817708333334], [952.67578125, 643.4817708333334], [921.4485677083333, 713.0065104166666], [955.0325520833333, 715.9524739583334]]",0.0,0.2795,0.0052,0.0274,0.6292,0.6743,0.7666,0.5958,0.8544,0.0,0.6834,0.6834,False,0.0,False,0.0,0.7199,0.0,0.2795,0.0052,0.0274,0.8544,False,0.0,0.6834,0.6834,False,0.0,0.0,0.6681,0.0,-0.1818,False,False,not_active_fighter_pair,candidate,0.1728,0.0,14.9728,5.8744,2.0732,-3.4345,1.0211,0.9784,3.5059,0.0106,0.0107,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1714,57.1,27,19,fighter-27,4.3464,"[369, 540, 648, 718]","[[514.5546875, 595.69921875], [512.1328125, 586.6171875], [513.34375, 587.828125], [443.109375, 596.91015625], [504.8671875, 595.69921875], [401.9375, 663.51171875], [534.53515625, 656.24609375], [382.5625, 717.3984375], [627.171875, 710.1328125], [452.19140625, 695.6015625], [569.65234375, 710.73828125], [682.26953125, 860.89453125], [682.26953125, 711.94921875], [334.125, 613.86328125], [607.19140625, 706.5], [682.26953125, 709.52734375], [682.26953125, 711.94921875]]",0.0,0.0,0.0,0.1269,0.014,0.772,1.0,0.528,0.7765,0.0,0.4162,0.4162,False,0.0,False,0.0,0.599,0.0,0.0,0.0,0.1269,0.7765,False,0.0,0.4162,0.4162,False,0.0,0.0,0.3392,0.0,-0.3027,False,False,not_active_fighter_pair,candidate,0.0,0.0083,4.8489,0.2083,-5.859,0.2083,0.9105,1.0014,0.2083,0.0098,0.0065,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1714,57.1,26,19,fighter-26,4.8235,"[539, 328, 665, 504]","[[602.859375, 348.109375], [603.1458333333334, 344.671875], [599.1354166666666, 345.2447916666667], [600.28125, 348.109375], [587.390625, 348.96875], [613.4583333333334, 368.4479166666667], [571.6354166666666, 371.5989583333333], [627.4947916666666, 389.6458333333333], [568.484375, 399.671875], [645.5416666666666, 399.0989583333333], [587.1041666666666, 409.69791666666663], [610.0208333333334, 416.28645833333337], [581.375, 417.14583333333337], [626.3489583333334, 455.53125], [562.46875, 458.39583333333337], [645.828125, 491.05208333333337], [555.59375, 487.04166666666663]]",0.1471,0.4705,0.0,0.0355,0.5973,0.1393,0.6966,0.8845,0.941,1.0,0.8833,0.8833,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,,,0.0202,0.0,9.6001,2.2529,0.2427,-2.0523,1.0059,0.9758,2.2526,0.0,0.043,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
1714,57.1,24,19,fighter-24,1.7905,"[718, 553, 964, 719]","[[850.609375, 662.6927083333333], [744.3723958333334, 653.6171875], [883.7083333333333, 657.8880208333333], [736.3645833333334, 675.5052083333333], [936.5598958333333, 684.046875], [755.5833333333334, 703.7994791666667], [920.0104166666667, 634.9322916666666], [745.4401041666666, 699.5286458333333], [994.2161458333333, 697.9270833333333], [812.171875, 678.7083333333333], [871.4296875, 678.1744791666667], [911.46875, 579.4114583333334], [897.5885416666667, 579.4114583333334], [758.2526041666666, 621.0520833333334], [759.3203125, 624.2552083333334], [745.4401041666666, 651.4817708333333], [745.4401041666666, 634.3984375]]",0.0,0.0,0.0,0.0072,0.0068,0.9112,0.7493,0.5022,0.6517,0.0,0.4505,0.4505,False,0.0,False,0.0,0.5421,0.0,0.0,0.0,0.0072,0.6517,False,0.0,0.4505,0.4505,False,0.0,0.0,0.3955,0.0,-0.3596,False,False,not_active_fighter_pair,candidate,0.0,0.0,7.9625,63.1269,-3.6283,-61.0299,0.9446,0.7478,6.9119,0.0698,0.2295,,,,,,False,0,0,0,0,True,True,,False,below_threshold,
